GUID,Cell Reference,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans
A1D9579D,'[IFRS+ Financials.xlsx]Directors'!$D$218,Name and surname:,,Naam en van:,"'=""Naam en van:"""
A64EC65E,'[IFRS+ Financials.xlsx]Directors'!$D$219,Secretary's business address:,,Sekeretaris se besigheidsadres:,"'""Sekeretaris se besigheidsadres:""'"
DABD885E,'[IFRS+ Financials.xlsx]Directors'!$D$224,Secretary's postal address:,,Sekretaris se posadres:,"'=""Sekretaris se posadres:"""
A1A4753B,'[IFRS+ Financials.xlsx]Directors'!$D$230,Changes to the company secretary during the financial period:,,Veranderings aan die maatskappysekretaris gedurende die finansiële periode:,"'=""Veranderings aan die maatskappysekretaris gedurende die finansiële periode:"""
2B125374,'[IFRS+ Financials.xlsx]Directors'!$D$236,Shareholder,'=Owner,Aandeelhouer,'=Aandeelhouer
1AF00DAA,'[IFRS+ Financials.xlsx]Directors'!$D$238,There have been no changes in ownership during the current financial year.,"'=""There have been no changes in ownership during the current financial ""&Period_Year&"".""",Daar was geen veranderinge in eienaarskap gedurende die huidige finansiële jaar nie.,"'=""Daar was geen veranderinge in eienaarskap gedurende die huidige finansiële ""&Period_Year&"" nie."""
D0A05DD1,'[IFRS+ Financials.xlsx]Directors'!$D$240,The shareholder and its interest at the end of the year is:,"'=IF(OR(EntityType=""Trust"",EntityType=""Sole Proprietor""),""The ""&IF(ShareHolder2<>"""",LOWER(OwnerDescriptionPlural),LOWER(OwnerDescriptionSingular))&"" of the ""&EntityDescriptionCase&"" during the ""&IF(AccountingPeriod<>12,AccountingPeriod&""month period"",""year"")&"" and up to the date of this report ""&IF(ShareHolder2<>"""",""are"",""is"")&"" as follows:"",""The ""&IF(ShareHolder2<>"""", LOWER(OwnerDescriptionPlural)&"" and their interests at the end of the ""&IF(AccountingPeriod<>12,AccountingPeriod&""month period"",""year"")&"" are:"", LOWER(OwnerDescriptionSingular)&"" and ""&IF(Shareholder1Gender=""Female"",""her"",IF(Shareholder1Gender=""Male"",""his"",""its""))&"" interest at the end of the ""&IF(AccountingPeriod<>12,AccountingPeriod&""month period"",""year"")&"" is:""))",Die aandeelhouer en sy belang aan die einde van die jaar is:,"'=IF(OR(EntityType=""Trust"",EntityType=""Sole Proprietor""),""Die ""&IF(ShareHolder2<>"""",LOWER(OwnerDescriptionPlural),LOWER(OwnerDescriptionSingular))&"" van die ""&EntityDescriptionCase&"" gedurende die ""&IF(AccountingPeriod<>12,AccountingPeriod&""maande tydperk"",""jaar"")&"" en tot op die datum van hierdie verslag ""&IF(ShareHolder2<>"""",""is"",""is"")&"" soos volg:"",""Die ""&IF(ShareHolder2<>"""", LOWER(OwnerDescriptionPlural)&"" en hulle belange aan die einde van die ""&IF(AccountingPeriod<>12,AccountingPeriod&""maande tydperk"",""jaar"")&"" is:"", LOWER(OwnerDescriptionSingular)&"" en ""&IF(Shareholder1Gender=""Female"",""haar"",IF(Shareholder1Gender=""Male"",""sy"",""sy""))&"" belang aan die einde van die ""&IF(AccountingPeriod<>12,AccountingPeriod&""maande tydperk"",""jaar"")&"" is:""))"
6C7AF55C,'[IFRS+ Financials.xlsx]Directors'!$D$242,,"'=IF(ShareHolder1<>"""", ShareHolder1, """")",nan,"'=IF(ShareHolder1<>"""", ShareHolder1, """")"
BBC85CB6,'[IFRS+ Financials.xlsx]Directors'!$D$243,,"'=IF(ShareHolder2<>"""", ShareHolder2, """")",nan,"'=IF(ShareHolder2<>"""", ShareHolder2, """")"
F92B2DD4,'[IFRS+ Financials.xlsx]Directors'!$D$244,,"'=IF(ShareHolder3<>"""", ShareHolder3, """")",nan,"'=IF(ShareHolder3<>"""", ShareHolder3, """")"
FEFBA256,'[IFRS+ Financials.xlsx]Directors'!$D$245,,"'=IF(ShareHolder4<>"""", ShareHolder4, """")",nan,"'=IF(ShareHolder4<>"""", ShareHolder4, """")"
2F9C043F,'[IFRS+ Financials.xlsx]Directors'!$D$246,,"'=IF(ShareHolder5<>"""", ShareHolder5, """")",nan,"'=IF(ShareHolder5<>"""", ShareHolder5, """")"
B5698AF1,'[IFRS+ Financials.xlsx]Directors'!$D$247,,"'=IF(ShareHolder6<>"""", ShareHolder6, """")",nan,"'=IF(ShareHolder6<>"""", ShareHolder6, """")"
4E13DF80,'[IFRS+ Financials.xlsx]Directors'!$D$248,,"'=IF(ShareHolder7<>"""", ShareHolder7, """")",nan,"'=IF(ShareHolder7<>"""", ShareHolder7, """")"
E7A8B363,'[IFRS+ Financials.xlsx]Directors'!$D$249,,"'=IF(ShareHolder8<>"""", ShareHolder8, """")",nan,"'=IF(ShareHolder8<>"""", ShareHolder8, """")"
9C3CFD3A,'[IFRS+ Financials.xlsx]Directors'!$D$250,,"'=IF(ShareHolder9<>"""", ShareHolder9, """")",nan,"'=IF(ShareHolder9<>"""", ShareHolder9, """")"
0B9171A6,'[IFRS+ Financials.xlsx]Directors'!$D$251,,"'=IF(ShareHolder10<>"""", ShareHolder10, """")",nan,"'=IF(ShareHolder10<>"""", ShareHolder10, """")"
5CCA562F,'[IFRS+ Financials.xlsx]Directors'!$D$252,,"'=IF(ShareHolder11<>"""", ShareHolder11, """")",nan,"'=IF(ShareHolder11<>"""", ShareHolder11, """")"
E5169447,'[IFRS+ Financials.xlsx]Directors'!$D$253,,"'=IF(ShareHolder12<>"""", ShareHolder12, """")",nan,"'=IF(ShareHolder12<>"""", ShareHolder12, """")"
FC19E1B6,'[IFRS+ Financials.xlsx]Directors'!$D$254,,"'=IF(ShareHolder13<>"""", ShareHolder13, """")",nan,"'=IF(ShareHolder13<>"""", ShareHolder13, """")"
3F6A083F,'[IFRS+ Financials.xlsx]Directors'!$D$255,,"'=IF(ShareHolder14<>"""", ShareHolder14, """")",nan,"'=IF(ShareHolder14<>"""", ShareHolder14, """")"
9B143239,'[IFRS+ Financials.xlsx]Directors'!$D$256,,"'=IF(ShareHolder15<>"""", ShareHolder15, """")",nan,"'=IF(ShareHolder15<>"""", ShareHolder15, """")"
5C93C165,'[IFRS+ Financials.xlsx]Directors'!$D$257,,"'=IF(ShareHolder16<>"""", ShareHolder16, """")",nan,"'=IF(ShareHolder16<>"""", ShareHolder16, """")"
6D054B81,'[IFRS+ Financials.xlsx]Directors'!$D$258,,"'=IF(ShareHolder17<>"""", ShareHolder17, """")",nan,"'=IF(ShareHolder17<>"""", ShareHolder17, """")"
AEF4CDC9,'[IFRS+ Financials.xlsx]Directors'!$D$259,,"'=IF(ShareHolder18<>"""", ShareHolder18, """")",nan,"'=IF(ShareHolder18<>"""", ShareHolder18, """")"
5F2B1A51,'[IFRS+ Financials.xlsx]Directors'!$D$260,,"'=IF(ShareHolder19<>"""", ShareHolder19, """")",nan,"'=IF(ShareHolder19<>"""", ShareHolder19, """")"
8C5FA5A7,'[IFRS+ Financials.xlsx]Directors'!$D$261,,"'=IF(ShareHolder20<>"""", ShareHolder20, """")",nan,"'=IF(ShareHolder20<>"""", ShareHolder20, """")"
A14C8049,'[IFRS+ Financials.xlsx]Directors'!$D$263,Holding company,,Beheermaatskappy,"'=""Beheermaatskappy"""
7F209EE5,'[IFRS+ Financials.xlsx]Directors'!$D$265,,"'=IF(IFERROR(ParentEnterprise,IFERROR(@HoldingCompany,0))=0,"""",IFERROR(ParentEnterprise,IFERROR(@HoldingCompany,"""")))",nie van toepassing nie,"'=IF(IFERROR(ParentEnterprise,IFERROR(@HoldingCompany,0))=0,"""",IFERROR(ParentEnterprise,IFERROR(@HoldingCompany,""nie van toepassing nie"")))"
2AD038A2,'[IFRS+ Financials.xlsx]Directors'!$D$267,Ultimate parent,,Uitindelike moedermaatskappy,"'""Uitindelike moedermaatskappy"""
CA70CFDB,'[IFRS+ Financials.xlsx]Directors'!$D$269,,"'=IF(UltimateParentEnterprise=0,"""",UltimateParentEnterprise)",nan,"'=IF(UltimateParentEnterprise=0,"""",UltimateParentEnterprise)"
B5CF3610,'[IFRS+ Financials.xlsx]Directors'!$D$271,Interest in subsidiaries,,Belang in filiale,"'=""Belang in filiale"""
FF591C55,'[IFRS+ Financials.xlsx]Directors'!$D$275,Interest in associates,,Belang in geassosieerde maatskappye,"'=""Belang in geassosieerde maatskappye"""
A93B8D85,'[IFRS+ Financials.xlsx]Directors'!$D$279,Interest in joint ventures,,Belang in gesamentlike ondernemings,"'""Belang in gesamentlike ondernemings""'"
E8CA2A72,'[IFRS+ Financials.xlsx]Directors'!$D$283,Non-current assets,,Nie-bedryfsbates,"'""Nie-bedryfsbates""'"
3CEEC4E1,'[IFRS+ Financials.xlsx]Directors'!$D$287,"Property, plant and equipment",,"Eiendom, aanleg en toerusting","'""Eiendom, aanleg en toerusting""'"
FBF337E3,'[IFRS+ Financials.xlsx]Directors'!$D$289,The additions for the current and prior financial year were as follows:,,Die toevoegings vir die huidige en vorige finansiële jaar was soos volg:,"'""Die toevoegings vir die huidige en vorige finansiële jaar was soos volg:""'"
6B2AC8F1,'[IFRS+ Financials.xlsx]Directors'!$D$291,Additions:,,Toevoegings:,"'""Toevoegings:""'"
2C8E43E6,'[IFRS+ Financials.xlsx]Directors'!$D$293,Land,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.010.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.010.000"",Link,0)))",Land,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.010.000"",Link,0))),""Nie in gebruik"",INDEX(Disclosure,MATCH(""na.010.000"",Link,0)))"
B51C120E,'[IFRS+ Financials.xlsx]Directors'!$D$294,Buildings,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.015.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.015.000"",Link,0)))",Geboue,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.015.000"",Link,0))),""Nie in gebruik nie"",INDEX(Disclosure,MATCH(""na.015.000"",Link,0)))"
4A7F1024,'[IFRS+ Financials.xlsx]Directors'!$D$295,Leasehold property,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.017.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.017.000"",Link,0)))",Huurgrond eiendom,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.017.000"",Link,0))),""Nie in gebruik nie"",INDEX(Disclosure,MATCH(""na.017.000"",Link,0)))"
4BDBF67E,'[IFRS+ Financials.xlsx]Directors'!$D$296,Leasehold improvements,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.018.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.018.000"",Link,0)))",Verbeterings aan huurgrond,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.018.000"",Link,0))),""Nie in gebruik nie"",INDEX(Disclosure,MATCH(""na.018.000"",Link,0)))"
9E3FD5A4,'[IFRS+ Financials.xlsx]Directors'!$D$297,Machinery,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.020.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.020.000"",Link,0)))",Masjinerie,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.020.000"",Link,0))),""Nie in gebruik nie"",INDEX(Disclosure,MATCH(""na.020.000"",Link,0)))"
F78BA6AE,'[IFRS+ Financials.xlsx]Directors'!$D$298,Motor vehicles,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.030.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.030.000"",Link,0)))",Motorvoertuie,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.030.000"",Link,0))),""Nie in gebruik nie"",INDEX(Disclosure,MATCH(""na.030.000"",Link,0)))"
1E30053A,'[IFRS+ Financials.xlsx]Directors'!$D$299,Aircraft,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.034.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.034.000"",Link,0)))",Vliegtuig,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.034.000"",Link,0))),""Nie in gebruik nie"",INDEX(Disclosure,MATCH(""na.034.000"",Link,0)))"
F1A0B626,'[IFRS+ Financials.xlsx]Directors'!$D$300,Not in use,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.036.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.036.000"",Link,0)))",Nie in gebruik nie,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.036.000"",Link,0))),""Nie in gebruik nie"",INDEX(Disclosure,MATCH(""na.036.000"",Link,0)))"
DF2AF166,'[IFRS+ Financials.xlsx]Directors'!$D$301,Fixtures and fittings,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.040.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.040.000"",Link,0)))",Toebehore en installasies,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.040.000"",Link,0))),""Nie in gebruik nie"",INDEX(Disclosure,MATCH(""na.040.000"",Link,0)))"
CE4372E2,'[IFRS+ Financials.xlsx]Directors'!$D$302,Office equipment,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.050.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.050.000"",Link,0)))",Kantoortoerusting,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.050.000"",Link,0))),""Nie in gebruik nie"",INDEX(Disclosure,MATCH(""na.050.000"",Link,0)))"
E87DA679,'[IFRS+ Financials.xlsx]Directors'!$D$303,Computer equipment,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.060.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.060.000"",Link,0)))",Rekenaartoerusting,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.060.000"",Link,0))),""Nie in gebruik nie"",INDEX(Disclosure,MATCH(""na.060.000"",Link,0)))"
9B5D0E09,'[IFRS+ Financials.xlsx]Directors'!$D$304,Computer software,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.062.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.062.000"",Link,0)))",,
CB4B1A6D,'[IFRS+ Financials.xlsx]Directors'!$D$305,Construction in progress,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.080.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.080.000"",Link,0)))",,
BB4105CB,'[IFRS+ Financials.xlsx]Directors'!$D$306,"Property, plant and equipment under operating leases","'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.082.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.082.000"",Link,0)))",,
4B5ED334,'[IFRS+ Financials.xlsx]Directors'!$D$307,Other fixed asset,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.084.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.084.000"",Link,0)))",,
F76EE16E,'[IFRS+ Financials.xlsx]Directors'!$D$308,Other fixed asset 2,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.086.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.086.000"",Link,0)))",,
B8408CD2,'[IFRS+ Financials.xlsx]Directors'!$D$309,Other fixed asset 3,"'=IF(ISERROR(INDEX(Disclosure,MATCH(""na.088.000"",Link,0))),""Not in use"",INDEX(Disclosure,MATCH(""na.088.000"",Link,0)))",,
E3418FC1,'[IFRS+ Financials.xlsx]Directors'!$D$312,[Insert any other additional information],,,
2F964BEE,'[IFRS+ Financials.xlsx]Directors'!$D$314,Solvency and liquidity test,,,
FAC5D454,'[IFRS+ Financials.xlsx]Directors'!$D$316,Wording included below in terms of CIPC Notice 15 of 2021,,,
3D4885E5,'[IFRS+ Financials.xlsx]Directors'!$D$317,The director has performed the required solvency and liquidity tests required by the Companies Act of South Africa.,"'=""The ""&LOWER(Director_board)&Director_has_have&"" performed the required solvency and liquidity tests required by the Companies Act of South Africa.""",,
CFD70AB5,'[IFRS+ Financials.xlsx]Directors'!$D$319,Liquidity and solvency,,,
F2A2E5B5,'[IFRS+ Financials.xlsx]Directors'!$D$323,Independent Auditor,"'=IF(IFERROR(ReportAudit_Display,0)=1,""Independent ""&PROPER(Report_auditor_s),IF(IFERROR(ReportReview_Display,0)=1,""Independent ""&PROPER(Report_reviewer_s),IF(IFERROR(ReportOfficer_Display,0)=1,PROPER(Report_officer_s),PROPER(Report_compiler_s))))",,
7BB14AD1,'[IFRS+ Financials.xlsx]Directors'!$D$325,SK Practice was the independent auditor for the year under review.,"'=Auditors&"" ""&IF(IFERROR(ReportAudit_Display,0)=1,Report_were_was&"" the independent ""&Report_auditor_s,IF(IFERROR(ReportReview_Display,0)=1,Report_were_was&"" the independent ""&Report_reviewer_s,IF(IFERROR(ReportOfficer_Display,0)=1,Report_were_was&"" the ""&Report_officer_s,""compiled the ""&LOWER(AFS_Name))))&"" for the ""&Period_Year&"" under review.""",,
F8F52B76,'[IFRS+ Financials.xlsx]Directors'!$D$327,SK Practice was reappointed as the independent auditor of IFRS+AFRIKAANS.,"'=Auditors&"" ""&IF(IFERROR(ReportAudit_Display,0)=1,Report_were_was&"" reappointed as the independent ""&Report_auditor_s,IF(IFERROR(ReportReview_Display,0)=1,Report_were_was&"" reappointed as the independent ""&Report_reviewer_s,IF(IFERROR(ReportOfficer_Display,0)=1,Report_were_was&"" reappointed as the ""&Report_officer_s,Report_were_was&"" reappointed as the compilers"")))&"" of ""&CompanyName&"".""",,
B5333EB0,'[IFRS+ Financials.xlsx]Directors'!$D$329,0,'=AdditionalProfessionalsRole,,
2D441A31,'[IFRS+ Financials.xlsx]Directors'!$D$331, were the  for the year under review.,"'=AdditionalProfessionals&"" ""&AdditionalProfessionalsReport_were_was&"" the ""&AdditionalProfessionalsRole&"" for the ""&Period_Year&"" under review.""",,
C72A2F77,'[IFRS+ Financials.xlsx]Directors'!$D$333, were reappointed as of IFRS+AFRIKAANS.,"'=AdditionalProfessionals&"" ""&AdditionalProfessionalsReport_were_was&"" reappointed as""&AdditionalProfessionalsRole&"" of ""&CompanyName&"".""",,
4C8EE650,'[IFRS+ Financials.xlsx]Directors'!$D$335,Managing Agent,,,
