Type,Valid,CellValue_English,CellFormula_English,CellValue_Afrikaans,CellFormula_Afrikaans,GUID,Sheet,Column
B8080B6E3,2,The direkteur presents their report for the year ended 28 Februarie 2021. ,"=""The ""&LOWER(Director_board)&Director_present_s&"" ""&DGender_their&"" report for the ""&Year_Monthperiod&"" ended ""&YearEndDate_Calc&"". """,,,B8080B6E,Directors,3
3A3A61F93,2,Review of activities,"=""Review of ""&IFERROR(IF(Directors_RoAExpand="""","""",""financial results and ""),"""")&""activities""",,,3A3A61F9,Directors,3
F8F495943,2,The maatskapy [INSERT NATURE OF BUSINESS IN CLIENT SETUP]. There were no major changes herein during the year.,"=""The ""&GroupEntityCase&IF(LEN(NatureOfBusiness)>0,"" ""&NatureOfBusiness,"" [INSERT NATURE OF BUSINESS IN CLIENT SETUP]"")&"". There were no major changes herein during the ""&Period_Year&"".""",,,F8F49594,Directors,3
2ED496FB3,2,The operating results and statement of financial position of the maatskapy are fully set out in the attached financial statements and do not in my opinion require any further comment.,"=""The operating results and ""&LOWER(GroupAFSPrefix)&""statement of financial position of the ""&GroupEntityCase&"" are fully set out in the attached financial statements and do not in""&Director_my_our&"" opinion require any further comment.""",,,2ED496FB,Directors,3
A8C09DD03,2,The maatskapy did not trade during the year under review.,"=""The ""&GroupEntityCase&"" did not trade during the ""&Period_Year&"" under review.""",,,A8C09DD0,Directors,3
EAC9B2FB3,2,The maatskapy generated no wins or verlies after tax for the year ended 28 Februarie 2021 (2020: R 0).,"=""The ""&GroupEntityCase&"" generated ""&IFERROR(IF(TotalIncomeFinal=0,""no ""&PSLower&"" or ""&LDLower,""a ""&IF(MIN(TotalIncomeFinal,TotalIncomePrior1)>=0,PSLower,IF(MAX(TotalIncomeFinal,TotalIncomePrior1)<=0,LDLower,IF(TotalIncomeFinal>0,PSLower,LDLower)))),PSLower&"" / (""&LDLower&"")"")&"" after tax for the ""&Year_Monthperiod&"" ended ""&YearEndDate_Calc&IF(TotalIncomeFinal=0,"""","" of ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalIncomeFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0"")))&IF(YearsToReportOn<=1,"""","" (""&Prior1YearEndDate_Calc2&"": ""&IFERROR(IF(MIN(TotalIncomeFinal,TotalIncomePrior1)>=0,"""",IF(MAX(TotalIncomeFinal,TotalIncomePrior1)<=0,"""",IF(TotalIncomePrior1>0,PSLower,LDLower)&"" of "")),PSLower&"" / (""&LDLower&"")"")&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalIncomePrior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"")"")&"".""",,,EAC9B2FB,Directors,3
3D4EC4E73,2,The maatskapy se revenue did not increase/(decrease) and remained R 0 for the year ended 28 Februarie 2021.,"=""The ""&GroupEntityCaseAp&"" revenue ""&IF(YearsToReportOn<=1,""amounted to"",IF(-SUMIF(TBLink,""i.???.???"",Final)=-SUMIF(TBLink,""i.???.???"",Prior1),""did not increase/(decrease) and remained"",IF(-SUMIF(TBLink,""i.???.???"",Final)+1>-SUMIF(TBLink,""i.???.???"",Prior1),""increased"",""decreased"")&"" from ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(SUMIF(TBLink,""i.???.???"",Prior1)),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" in the ""&Prior1_Year_Monthperiod&"" to""))&"" ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(SUMIF(TBLink,""i.???.???"",Final)),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" for the ""&Year_Monthperiod&"" ended ""&YearEndDate_Calc&"".""",,,3D4EC4E7,Directors,3
8F6781BB3,2,The maatskapy had no cash flows from operating activities for the year ended 28 Februarie 2021.,"=IF(AND(NetCashFlowsUsedInOpActFirstColumn=0,NetCashFlowsUsedInOpActPrior1=0),""The ""&GroupEntityCase&"" had no cash flows from operating activities for the "",GroupEntity&"" cash flows from operating activities ""&IF(YearsToReportOn<=1,""amounted"",""changed from ""&IF(NetCashFlowsUsedInOpActPrior1=0,""a net flow of ""&CurrencySymbolRoundingBrackets&""0"",""an ""&IF(NetCashFlowsUsedInOpActPrior1>=0,""inflow"",""outflow"")&"" of ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(NetCashFlowsUsedInOpActPrior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0"")))&"" in the ""&Prior1_Year_Monthperiod)&IF(NetCashFlowsUsedInOpActFirstColumn=0,"" to a net flow of ""&CurrencySymbolRoundingBrackets&""0"","" to an ""&IF(NetCashFlowsUsedInOpActFirstColumn>=0,""inflow"",""outflow"")&"" of ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(NetCashFlowsUsedInOpActFirstColumn),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0"")))&"" for the "")&Year_Monthperiod&"" ended ""&YearEndDate_Calc&"".""",,,8F6781BB,Directors,3
A3DF1F8D3,2,The direkteur has considered the direct and indirect exposures to the impacts of the war and the resulting financial accounting and reporting implications on  as part of their going concern assessment. This assessment has not raised any concerns regarding the going concern assumption and the direkteur believes that there is no need for any adjustments to the  as a result of these events.,"=""The ""&LOWER(Director_board)&Director_has_have&"" considered the direct and indirect exposures to the impacts of the war and the resulting financial accounting and reporting implications on ""&CompanyName&"" as part of ""&DGender_their&"" going concern assessment. This assessment has not raised any concerns regarding the going concern assumption and the ""&LOWER(Director_board)&Director_believe_s&"" that there is no need for any adjustments to the ""&AFS_Name_Annual&"" as a result of these events.""",,,A3DF1F8D,Directors,3
4D36D39C3,2,"The  have been prepared on the basis of accounting policies applicable to a going concern. This basis presumes that funds will be available to finance future operations and that the realisation of assets and settlement of liabilities, contingent obligations and commitments will occur in the ordinary course of business.","=""The ""&LOWER(AFS_Name)&"" have been prepared on the basis of accounting policies applicable to a going concern. This basis presumes that funds will ""&""be available to finance future operations and that the realisation of assets and settlement of liabilities, contingent obligations and commitments will occur in the ordinary course of business.""",,,4D36D39C,Directors,3
8E62E3E33,2,The direkteur believes that the maatskapy has adequate financial resources to continue in operation for the foreseeable future and accordingly the  have been prepared on a going concern basis.,"=""The ""&LOWER(Director_board)&Director_believe_s&"" that the ""&EntityDescriptionCase&AndGroup&Entity_have_has&"" adequate financial resources to continue in operation for the foreseeable future and accordingly the ""&LOWER(AFS_Name)&"" have been prepared on a going concern basis.""",,,8E62E3E3,Directors,3
2AF6DBFF3,2,The direkteur has satisfied themself that the maatskapy is in a sound financial position and that it has access to sufficient borrowing facilities to meet its foreseeable cash requirements.,"=""The ""&LOWER(Director_board)&Director_has_have&"" satisfied""&DGender_itself_themselves&"" that the ""&EntityDescriptionCase&AndGroup&Entity_are_is&"" in a sound financial position and that it has access to sufficient borrowing facilities to meet its foreseeable cash requirements.""",,,2AF6DBFF,Directors,3
0DC4AC933,2,"IMPACT OF COVID-19
Please edit and include as required","=""IMPACT OF COVID-19""&CHAR(10)&""Please edit and include as required""",,,0DC4AC93,Directors,3
A80ADA633,2,The direkteur has given due consideration to the potential impact of the COVID-19 pandemic on the maatskapy se ability to continue as a going concern. The direkteur believes that the pandemic will have a temporary impact on the business activities. Not withstanding these short-term challenges the direkteur is of the view that the maatskapy has sufficient resources to continue as a going concern.,"=""The ""&LOWER(Director_board)&Director_has_have&"" given due consideration to the potential impact of the COVID-19 pandemic on the ""&GroupEntityCaseAp&"" ability to continue as a going concern. The ""&LOWER(Director_board)&Director_believe_s&"" that the pandemic will have a temporary impact on the business activities. Not withstanding these short-term challenges the ""&LOWER(Director_board)&Director_is_are&"" of the view that the ""&GroupEntityCase&"" has sufficient resources to continue as a going concern.""",,,A80ADA63,Directors,3
EF9CBA123,2,"The full impact of the COVID-19 outbreak continues to evolve at the date of this report. The maatskapy is therefore uncertain as to the full impact that the pandemic will have on its financial condition, liquidity, and future results of operations during the next 12 months. These events or conditions indicate the existence of a material uncertainty which may cast significant doubt on the maatskapy se ability to continue as a going concern.","=""The full impact of the COVID-19 outbreak continues to evolve at the date of this report. The ""&GroupEntityCase&"" is therefore uncertain as to the full impact that the pandemic will have on its financial condition, liquidity, and future results of ""&""operations during the next 12 months. These events or conditions indicate the existence of a material uncertainty which may cast significant doubt on the ""&GroupEntityCaseAp&"" ability to continue as a going concern.""",,,EF9CBA12,Directors,3
7D1E5FFF3,2,"The Board of Directors has considered the going concern assessment as prepared by management, including the maatskapy se outlook regarding trading conditions that will persist into the foreseeable future. This assessment is based on a range of varied scenarios (including assumptions regarding a worst-case scenario of a three month lockdown; the rate of return to normal trading; debt service and covenant requirements; working capital requirements; and relief measures implemented by the respective Governments in our various trading jurisdictions), and are satisfied that the maatskapy is a going concern for the foreseeable future based on the information available at the time of approval of the .","=""The ""&BoardDescription&"" has considered the going concern assessment as prepared by management, including the ""&GroupEntityCaseAp&"" outlook regarding trading conditions that will persist into the foreseeable future. This assessment is based on ""&""a range of varied scenarios (including assumptions regarding a worst-case scenario of a three month lockdown; the rate of return to normal trading; debt service and covenant requirements; working capital requirements; and relief ""&""measures implemented by the respective Governments in our various trading jurisdictions), and are satisfied that the ""&GroupEntityCase&"" is a going concern for the foreseeable future based on the information available at the time of approval of ""&""the ""&AFS_Name&"".""",,,7D1E5FFF,Directors,3
5BC63DD53,2,"The Board of Directors is focused and committed to the restructuring initiatives and debt reduction of maatskapy. The direkteur is also of the view that there are no material uncertainties that cast doubt on the maatskapy se ability to operate. The direkteur is also satisfied that the maatskapy has sufficient resources, or access to resources, to continue with all operating activities for the foreseeable future. Based on this assessment, the direkteur has no reason to believe that the maatskapy will not be a going concern for the foreseeable future.","=""The ""&BoardDescription&"" is focused and committed to the restructuring initiatives and debt reduction of ""&GroupEntityCase&"". The ""&LOWER(Director_board)&Director_is_are&"" also of the view that there are no material uncertainties that cast doubt on the ""&GroupEntityCaseAp&"" ability to operate. The ""&LOWER(Director_board)&Director_is_are&"" also satisfied that the ""&GroupEntityCase&"" has sufficient resources, or access to resources, to continue with all operating activities for the foreseeable future. Based on this assessment, the ""&LOWER(Director_board)&Director_has_have&"" no reason to believe that the ""&GroupEntityCase&"" will not be a going concern for the foreseeable future.""",,,5BC63DD5,Directors,3
6FD36E9C3,2,The direkteur is not aware of any new material changes that may adversely impact the maatskapy. The direkteur is also not aware of any material non-compliance with statutory or regulatory requirements or of any pending changes to legislation which may affect the maatskapy.,"=""The ""&LOWER(Director_board)&""""&Director_is_are&"" not aware of any new material changes that may adversely impact the ""&EntityDescriptionCase&"". The ""&LOWER(Director_board)&""""&Director_is_are&"" also not aware of any material non-compliance with statutory or regulatory requirements or of any pending changes to legislation which may affect the ""&EntityDescriptionCase&AndGroup&"".""",,,6FD36E9C,Directors,3
E2DC864B3,2,"The direkteur draws attention to the statement of changes in equity in the  which indicates that the maatskapy incurred a net verlies of R 0 during the year ended 28 Februarie 2021, and as of that date, the maatskapy se total liabilities exceeded its total assets by R 0. These conditions indicate the existence of uncertainty which may cast doubt about the maatskapy se ability to continue as a going concern.","=""The ""&LOWER(Director_board)&Director_draw_s&"" attention to the ""&LOWER(SUBSTITUTE(SoCE_Name,GroupDash,""""))&"" in the ""&LOWER(AFS_Name)&"" which indicates that the ""&EntityDescriptionCase&"" incurred a net ""&IF(TotalIncomeFinal>0,PSLower,LDLower)&"" of ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalIncomeFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" during the ""&Year_Monthperiod&"" ended"" &"" ""&YearEndDate_Calc&"", and as of that date, the ""&EntityDescriptionApCase&"" total liabilities exceeded its total assets by ""&CurrencySymbolRoundingBrackets&""""& TEXT(-TotalEquityFinal,IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"". These conditions indicate the existence of uncertainty which may cast doubt about the ""&EntityDescriptionApCase&"" ability to continue as a going concern.""",,,E2DC864B,Directors,3
9E9936EC3,2,The maatskapy incurred a net wins for the year ended 28 Februarie 2021 of R 0 (2020 wins: R 0). The maatskapy continues to incur losses.,"=""The ""&EntityDescriptionCase&"" incurred a net ""&IF(TotalIncomeFinal<0,LDLower,PSLower)&"" for the ""&Period_Year&"" ended ""&YearEndDate_Calc&"" of ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalIncomeFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"" (""&Prior1YearEndDate_Calc3&"" ""&IF(TotalIncomePrior1<0,LDLower,PSLower)&"": ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalIncomePrior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"")""&IF(TotalEquityFinal<0,"" and, as at that date its total liabilities exceeded its total assets by ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalEquityFinal),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&IF(TotalEquityPrior1<0,"" (""&Prior1YearEndDate_Calc3&"": ""&CurrencySymbolRoundingBrackets&""""&TEXT(ABS(TotalEquityPrior1),IFERROR(IF(ThouGrp=0,""#,##0"",""# ##0""),""#,##0""))&"")."","".""),""."")&"" The ""&EntityDescriptionCase&"" continues to incur losses.""",,,9E9936EC,Directors,3
